Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd
"129 Annadale Drive, Drumcondra",Dublin 9,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,23,3,2010,2010-03-23
"APT 44, BOLTON SQ, DOMINICK ST DUBLIN 1",Dublin 1,Dublin,290679.0,No,No,Second-Hand Dwelling house /Apartment,,24,7,2020,2020-07-24
"4 Churchfield Grove, Churchfields, Ashbourne",,Meath,290748.0,No,Yes,New Dwelling house /Apartment,,16,4,2020,2020-04-16
"32 Parkside Gardens, Balgriffin, Dublin 13",Dublin 13,Dublin,290748.0,No,Yes,New Dwelling house /Apartment,,9,1,2019,2019-01-09
"18 Parkside Gardens, Balgriffin, Dublin 13",Dublin 13,Dublin,290748.88,No,Yes,New Dwelling house /Apartment,,6,3,2019,2019-03-06
"14 Churchfield Drive, Churchfields, Ashbourne",,Meath,290748.89,No,Yes,New Dwelling house /Apartment,,28,1,2020,2020-01-28
"11 Rathangan Manor, Rathangan",,Kildare,290748.89,No,Yes,New Dwelling house /Apartment,,18,2,2021,2021-02-18
"2 BLACKWATER HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,290748.9,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2,6,2016,2016-06-02
"27 BERESFORD GREEN, DONABATE",,Dublin,290748.9,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,6,2016,2016-06-10
"64 The Paddocks Drive West, Adamstown, Lucan",,Dublin,290749.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28,4,2017,2017-04-28
"10 The Green, The Paddocks, Hansfield",,Dublin,290749.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26,9,2017,2017-09-26
"8 Sycamore Drive, Limerick Road, Ennis",,Clare,290899.0,No,Yes,New Dwelling house /Apartment,,20,9,2021,2021-09-20
"TARA HILL, GOREY, WEXFORD",,Wexford,291000.0,No,No,Second-Hand Dwelling house /Apartment,,6,10,2016,2016-10-06
"65 CULLINAGH, BALLINA, NORTH TIPPERARY",,Tipperary,291000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2020,2020-10-19
"Apt 10  Seabourne View, The Waterman Building, Greystones",,Wicklow,291000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2015,2015-10-19
"21 ERRIGAL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,291257.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2018,2018-07-30
"38 MILLROSE EST, BLUEBELL AVE, DUBLIN 12",Dublin 12,Dublin,292000.0,No,No,Second-Hand Dwelling house /Apartment,,17,8,2018,2018-08-17
"19 OAKVIEW LAWN, DOUGLAS, CORK",,Cork,292000.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2016,2016-12-08
"9 OLD BAWN CLOSE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,292000.0,No,No,Second-Hand Dwelling house /Apartment,,14,9,2016,2016-09-14
"31 ALDERGROVE, NAAS, CO KILDARE",,Kildare,292500.0,No,No,Second-Hand Dwelling house /Apartment,,26,1,2018,2018-01-26
"7 THE MALL, MARYBOROUGH WOODS, DOUGLAS",,Cork,292500.0,No,No,Second-Hand Dwelling house /Apartment,,29,1,2019,2019-01-29
"34 ALDER GROVE, NAAS, KILDARE",,Kildare,292500.0,No,No,Second-Hand Dwelling house /Apartment,,26,7,2017,2017-07-26
"1 BALLYGORAN VIEW, CELBRIDGE, KILDARE",,Kildare,292500.0,No,No,Second-Hand Dwelling house /Apartment,,3,7,2015,2015-07-03
"43 The Drive, Earls Court, Kill",,Kildare,292500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,4,2016,2016-04-14
"79 ATHLUMNEY CASTLE, NAVAN, MEATH",,Meath,292500.0,No,No,Second-Hand Dwelling house /Apartment,,7,1,2019,2019-01-07
"24 Parkside Close, Parkside, Malahide Road  Balgriffin",Dublin 17,Dublin,292944.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,9,2016,2016-09-16
"26 Milltown Grove, Milltown, Dublin 6",,Dublin,293000.0,No,No,Second-Hand Dwelling house /Apartment,,31,1,2012,2012-01-31
"3 LAKEVIEW, CLAREGALWAY, GALWAY",,Galway,293000.0,No,No,Second-Hand Dwelling house /Apartment,,21,4,2017,2017-04-21
"17 CARRICKMINES, GLENAMUCK RD, DUBLIN 18",Dublin 15,Dublin,293000.0,No,No,Second-Hand Dwelling house /Apartment,,30,6,2017,2017-06-30
"37  Brennanstown, Avenue",Dublin 18,Dublin,293000.0,No,No,Second-Hand Dwelling house /Apartment,,14,5,2013,2013-05-14
"4 Cedar Avenue, The Cedars, Ridgewood",,Dublin,293000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,14,12,2012,2012-12-14
"BARNTICK, CLARECASTLE, CLARE",,Clare,294000.0,No,No,Second-Hand Dwelling house /Apartment,,20,5,2016,2016-05-20
"BALLINAHOWN, FERMOY, CORK",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2018,2018-07-30
"60  St. Laurence O'Toole Avenue, Portmarnock",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,6,9,2010,2010-09-06
"CRANNA CAHIR, CAHIR, TIPPERARY",,Tipperary,295000.0,No,No,Second-Hand Dwelling house /Apartment,,12,4,2019,2019-04-12
"32 Ellensborough Meadows, Kiltipper Road, Tallaght",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,8,3,2010,2010-03-08
"40 CLONMACNOISE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2018,2018-09-20
"14 ARD MACHA, OLD BAWN, TALLAGHT",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,7,10,2015,2015-10-07
"89 LISSADELL, MARYBOROUGH HILL, DOUGLAS",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,16,3,2016,2016-03-16
"25 AYLMER RD, NEWCASTLE, DUBLIN",Dublin 22,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,22,3,2021,2021-03-22
"49 CELBRIDGE ABBEY, CELBRIDGE, KILDARE",,Kildare,295000.0,Yes,No,Second-Hand Dwelling house /Apartment,,28,1,2016,2016-01-28
"42 KNOCKMAREE APT, ST LAURENCE ROAD, CHAPELIZOD",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,22,3,2017,2017-03-22
"APT 26 AENGUS HOUSE, MERCHANTS QUAY, GALWAY",,Galway,295000.0,No,No,Second-Hand Dwelling house /Apartment,,15,8,2019,2019-08-15
"KILLOLA, ROSSCAHILL, CO GALWAY",,Galway,295000.0,No,No,Second-Hand Dwelling house /Apartment,,26,1,2021,2021-01-26
"89 WOODFORD RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2021,2021-11-11
"Apartment 79, Pembroke Square, Upper Grand Canal Street",Dublin 4,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2013,2013-08-22
"CARHOO, DUNQUIN, KERRY",,Kerry,295000.0,No,No,Second-Hand Dwelling house /Apartment,,13,9,2017,2017-09-13
"818 LADYCASTLE, STRAFFAN, CO KILDARE",,Kildare,295000.0,No,No,Second-Hand Dwelling house /Apartment,,8,8,2014,2014-08-08
"16 The Close, Petitswood Manor, Mullingar",,Westmeath,295000.0,No,No,Second-Hand Dwelling house /Apartment,,28,9,2010,2010-09-28
"OLD SCHOOL HOUSE, TOURIN, CAPPOQUIN",,Waterford,295000.0,No,No,Second-Hand Dwelling house /Apartment,,17,11,2021,2021-11-17
"10 OAKRIDGE, CASTLE HEIGHTS, CARRIGALINE",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,11,2,2020,2020-02-11
"11 TURNAPIN, COTTAGES, CLOGHRAN DUBLIN 17",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2018,2018-11-27
"10 DEERHAVEN VIEW, CLONEE, DUBLIN 15",Dublin 15,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,13,10,2020,2020-10-13
"10 WESLEY PLACE, CLANBRASSIL ST, DUBLIN 8",Dublin 8,Dublin,295000.0,Yes,No,Second-Hand Dwelling house /Apartment,,29,11,2021,2021-11-29
"RIVERSTOWN, ARDEE, LOUTH",,Louth,295000.0,No,No,Second-Hand Dwelling house /Apartment,,10,3,2017,2017-03-10
"313 Charlemont, Drumcondra, Dublin 9",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,31,1,2012,2012-01-31
"Apartments 1-7  Edward Street Mews, Edward Street, Limerick City",,Limerick,295000.0,No,No,Second-Hand Dwelling house /Apartment,,1,5,2014,2014-05-01
"26 SUIR RD, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2018,2018-12-19
"5 GORT GREINE, RAHOON, GALWAY",,Galway,295000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2019,2019-12-16
"APT 15, THE HOLLY, BLOCK 8 ROCKFIELD DUBLIN 14",Dublin 16,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,28,11,2014,2014-11-28
"13 Balgriffin Cottages, Malahide Road, Dublin 13",Dublin 13,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2015,2015-09-25
"44 CULLENSWOOD HOUSE, NORTHBROOK AVE, DUBLIN 6",Dublin 6,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2017,2017-12-05
"BAWNMORE, CLAREGALWAY, GALWAY",,Galway,295000.0,No,No,Second-Hand Dwelling house /Apartment,,10,1,2020,2020-01-10
"55  Foxwood, Rochestown",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,19,7,2010,2010-07-19
"17 TRACTON PLACE, CORK, CORK",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,18,7,2016,2016-07-18
"5 CEDAR AVE, CLUAIN ARD, NEWTOWN COBH",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,23,5,2017,2017-05-23
"NO. 4 CROSBIES YARD, OSSORY ROAD, NORTH STRAND",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2020,2020-12-15
"124 BALROTHERY EST, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,28,1,2021,2021-01-28
"251 RAHENY RD, DUBLIN 5, DUBLIN",Dublin 5,Dublin,295000.0,Yes,No,Second-Hand Dwelling house /Apartment,,5,4,2017,2017-04-05
"155 DUN NA CARRAIGH, BLACKROCK, SALTHILL",,Galway,295000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2019,2019-09-10
"TAY RD, BALLYLEARY, COBH",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2016,2016-11-08
"10A THE AVENUE, CASTLEJANE WOOD, GLANMIRE",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,27,6,2014,2014-06-27
"APARTMENT 21 GREENVIEW, SEABROOK MANOR STATION ROAD, PORTMARNOCK",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,5,7,2017,2017-07-05
"426 Pearse Villas, Sallynoggin",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,9,2,2010,2010-02-09
"7 THE MOORINGS, KELLYS BAY, SKERRIES",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2020,2020-12-18
"17 COPPER VALLEY HEIGHTS, RIVERSTOWN, GLANMIRE",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,4,9,2019,2019-09-04
"22 THE WILLOWS, Janeville, Carrigaline",,Cork,295153.0,No,Yes,New Dwelling house /Apartment,,4,3,2020,2020-03-04
"27 The Willows, Janeville, Cork Road",,Cork,295153.0,No,Yes,New Dwelling house /Apartment,,15,1,2020,2020-01-15
"67 The Riverside   Kilcock, Ryebridge, Kilcock",,Kildare,295153.0,No,Yes,New Dwelling house /Apartment,,23,9,2021,2021-09-23
"46 Mill Gate, Millerstown, Kilcock",,Meath,295153.0,No,Yes,New Dwelling house /Apartment,,11,10,2019,2019-10-11
"77 Cnoc Tiarnach, Grnage End, Dunshaughlin",,Meath,295154.0,No,Yes,New Dwelling house /Apartment,,20,8,2019,2019-08-20
"15 Adamstown Boulevard, Adamstown Square, Adanstown",,Dublin,295154.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,3,2018,2018-03-06
"42 MILL GATE, MILLERSTOWN, MAYNOOTH ROAD",,Meath,295154.0,No,Yes,New Dwelling house /Apartment,,22,3,2019,2019-03-22
"1 The Willows, Janeville, Cork Road",,Cork,295154.0,No,Yes,New Dwelling house /Apartment,,17,12,2019,2019-12-17
"Apartment 11 Loftus Hall, Hazelbrook Square, Whitehall Road",,Dublin,295154.0,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,12,2017,2017-12-08
"52 Belltree Avenue, Belltree, Clongriffin",Dublin 13,Dublin,295154.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,5,2018,2018-05-08
"5 DUNSOGHLY WAY, RATHOATH ROAD, FINGLAS",Dublin 11,Dublin,295154.0,No,Yes,New Dwelling house /Apartment,,7,2,2020,2020-02-07
"25 Hamilton Hill, Barnageeragh Cove, Barnageeragh",,Dublin,295154.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19,12,2017,2017-12-19
"Apt. 12 Hawthorn House, Carrickmines Green, Glenamuck Road",,Dublin,295154.0,No,Yes,New Dwelling house /Apartment,,27,2,2019,2019-02-27
"16 Springmount Woods, Glanmire",,Cork,295154.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,5,2017,2017-05-23
"63 FÁNÁN, Letteragh Road, Galway",,Galway,295154.18,No,Yes,New Dwelling house /Apartment,,23,9,2021,2021-09-23
"House No. 6 Ocean Drive Road, Kinsale Manor, Kinsale",,Cork,295154.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,29,3,2018,2018-03-29
"43 Mill Gate, Millerstown, Kilcock",,Meath,295154.18,No,Yes,New Dwelling house /Apartment,,14,5,2019,2019-05-14
"23 Hamilton Hill, Barnageeragh Cove, Skerries",,Dublin,295154.19,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,1,9,2017,2017-09-01
"67 RIDGEWOOD SQ, SWORDS, DUBLIN",,Dublin,296000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2018,2018-12-04
"51 BAWNVILLE RD, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,296000.0,No,No,Second-Hand Dwelling house /Apartment,,5,3,2021,2021-03-05
"26 TOURNORE COURT, ABBEYSIDE, DUNGARVAN",,Waterford,296000.0,No,No,Second-Hand Dwelling house /Apartment,,3,6,2021,2021-06-03
"39A THE BEECHES, GRANGE RD, DUBLIN",Dublin 13,Dublin,296000.0,No,No,Second-Hand Dwelling house /Apartment,,1,12,2015,2015-12-01
"APT 17, HUBAND COURT, PERCY PLACE DUBLIN 4",Dublin 4,Dublin,296000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2018,2018-12-14
"64 NEWBURY, CASTLEMARTIN, KILLCULLEN",,Kildare,296000.0,No,No,Second-Hand Dwelling house /Apartment,,10,8,2021,2021-08-10
"33 Rossan Court, Waterville, Blanchardstown",Dublin 15,Dublin,296550.86,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,3,2016,2016-03-21
"10 the view, citywest village, citywest",Dublin 24,Dublin,296920.0,No,Yes,New Dwelling house /Apartment,,15,3,2019,2019-03-15
"11 MOYFENRATH, ENFIELD, MEATH",,Meath,297000.0,No,No,Second-Hand Dwelling house /Apartment,,31,8,2018,2018-08-31
"12 SYLVAN CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,297000.0,No,No,Second-Hand Dwelling house /Apartment,,11,8,2016,2016-08-11
"31 THE GROVE, HUNTERS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,297000.0,No,No,Second-Hand Dwelling house /Apartment,,31,1,2019,2019-01-31
"BLACKDITCH, NURNEY, COUNTY KILDARE",,Kildare,297000.0,No,No,Second-Hand Dwelling house /Apartment,,5,11,2018,2018-11-05
"LOCATRIM STUD, KNOCKAVILLE, GAYBROOK",,Westmeath,297000.0,No,No,Second-Hand Dwelling house /Apartment,,1,12,2016,2016-12-01
"19 Oranhill, Oranmore",,Galway,297200.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2012,2012-08-22
"41 TURNBERRY SQ, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,297500.0,No,No,Second-Hand Dwelling house /Apartment,,15,5,2018,2018-05-15
"84 GLENCLOY RD, LARKHILL, WHITEHALL",Dublin 9,Dublin,297500.0,Yes,No,Second-Hand Dwelling house /Apartment,,17,6,2019,2019-06-17
"APT 21, 46 NORTH GREAT GEORGES ST, DUBLIN 1",Dublin 1,Dublin,297500.0,No,No,Second-Hand Dwelling house /Apartment,,3,12,2014,2014-12-03
"135 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",,Dublin,297699.0,No,No,Second-Hand Dwelling house /Apartment,,25,3,2015,2015-03-25
"THE BUNGALOW, BALLYNATTIN, ARKLOW",,Wicklow,298000.0,No,No,Second-Hand Dwelling house /Apartment,,1,8,2018,2018-08-01
"IVY LODGE COLEMANSTOWN, BALLINASLOE, COLEMANSTOWN",,Galway,298000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2021,2021-10-29
"48 PALACE FIELDS, TUAM, GALWAY",,Galway,298000.0,No,No,Second-Hand Dwelling house /Apartment,,7,7,2021,2021-07-07
"6 ORCHARD CLOSE, STAMULLEN, MEATH",,Meath,298000.0,No,No,Second-Hand Dwelling house /Apartment,,26,1,2017,2017-01-26
"78 Stoneleigh, Craddockstown, Naas",,Kildare,298543.52,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,7,2018,2018-07-06
"62 RIVER VALLEY GROVE, SWORDS, CO DUBLIN",,Dublin,299000.0,No,No,Second-Hand Dwelling house /Apartment,,19,2,2015,2015-02-19
"19 Grand Canal Wood, Allenwood",,Kildare,299000.0,No,Yes,New Dwelling house /Apartment,,17,2,2021,2021-02-17
"COLLIERS LANE, PORTLAOISE, LAOIS",,Laois,299000.0,No,No,Second-Hand Dwelling house /Apartment,,12,4,2017,2017-04-12
"BELLINTER, NAVAN, MEATH",,Meath,299000.0,No,No,Second-Hand Dwelling house /Apartment,,6,3,2015,2015-03-06
"11 COLLEGE CLOSE, DUNSHAUGHLIN, MEATH",,Meath,299000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2018,2018-12-20
"BALLYSEA, BALLYCRONEEN, CLOYNE",,Cork,299000.0,No,No,Second-Hand Dwelling house /Apartment,,24,8,2017,2017-08-24
"22 Churchfields Way, Churchfields, Ashbourne",,Meath,299559.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,6,2018,2018-06-25
"24 The Cedar, Manor Brook, Adare",,Limerick,299559.0,No,Yes,New Dwelling house /Apartment,,19,11,2021,2021-11-19
"22 Beresford Place, Donabate",,Dublin,299559.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,6,2017,2017-06-13
"26 Kenure Gate, Park Road, Rush",,Dublin,299559.0,No,Yes,New Dwelling house /Apartment,,8,8,2019,2019-08-08
"10 Parklands Downs, Citywest",Dublin 24,Dublin,299559.0,No,Yes,New Dwelling house /Apartment,,15,3,2021,2021-03-15
"7 Tower Mews, Station Road, Lusk",,Dublin,299559.0,No,Yes,New Dwelling house /Apartment,,21,1,2020,2020-01-21
"36 The Riverside, Ryebridge, Kilcock",,Kildare,299559.0,No,Yes,New Dwelling house /Apartment,,29,8,2019,2019-08-29
"5 Knightsgate Crescent, Rush, Co. Dublin",,Dublin,299559.0,No,Yes,New Dwelling house /Apartment,,30,9,2019,2019-09-30
"2 Marlmount Park, Dundalk",,Louth,299559.47,No,Yes,New Dwelling house /Apartment,,13,8,2021,2021-08-13
"5 Somerton Lawns, Lucan",,Dublin,299559.47,No,Yes,New Dwelling house /Apartment,,17,4,2019,2019-04-17
"Apt 28 Hill of Down House, Spencer Dock, North Wall Quay",,Dublin,299559.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3,3,2016,2016-03-03
"15 Hawthorn Gate, Maynooth Road, Celbridge",,Kildare,299559.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,8,2017,2017-08-04
"4 Barretstown Meadows, Newbridge",,Kildare,299559.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,15,6,2010,2010-06-15
"10 Beresford Road, Donabate",,Dublin,299959.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,7,2016,2016-07-11
"KILLANLEY, CASTLECONOR, BALLINA",,Sligo,300000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2021,2021-07-30
"5 TOWERVILLE, ST JOHNS RD, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,10,2,2017,2017-02-10
"49 RIDGE HALL, BALLYBRACK VILLAGE, DUBLIN",,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2017,2017-08-22
"PLUCKANES NORTH, DONOUGHMORE, CORK",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2015,2015-10-29
"MCGLYNN HOUSE, MAIN STREET, ROUNDSTONE",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,16,9,2015,2015-09-16
"179 SARTO LAWNS, SUTTON",,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,24,8,2011,2011-08-24
"CHURCH RD, RATHMILES, PORTARLINGTON",,Laois,300000.0,No,No,Second-Hand Dwelling house /Apartment,,23,4,2020,2020-04-23
"12 Martin Grove, Blackhorse Avenue, Dublin 7",Dublin 7,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,21,9,2010,2010-09-21
"FRIARSTOWN LOWER, BOHERNABREENA, TALLAGHT",,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,16,4,2021,2021-04-16
"9 Newlyn Vale, Rochestown Road",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,,4,1,2013,2013-01-04
"127 GALTYMORE RD, DRIMNAGH, DUBLIN 8",Dublin 12,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,23,1,2019,2019-01-23
"34 MILLERS HALL, THOMAS ST, DUBLIN 8",Dublin 8,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,26,10,2018,2018-10-26
"43 BALNAGOWAN, PALMERSTON PARK, DUBLIN 6",Dublin 6,Dublin,300000.0,Yes,No,Second-Hand Dwelling house /Apartment,,10,8,2021,2021-08-10
"12 BRIDEWELL PLACE, COLLON, LOUTH",,Louth,300000.0,No,No,Second-Hand Dwelling house /Apartment,,30,9,2019,2019-09-30
"38 DONELAN AVE, CEANNTFORT, MOUNTBROWN DUBLIN 8",Dublin 8,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,3,6,2016,2016-06-03
"6 FERNDALE COURT, ALLIES RIVER RD, RATHMICHAEL",,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2020,2020-10-16
"53 OAKFIELD, ORANMORE, GALWAY",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,16,4,2021,2021-04-16
"8 Hollybrook Grove, Clontarf",Dublin 3,Dublin,300000.0,Yes,No,Second-Hand Dwelling house /Apartment,,19,5,2011,2011-05-19
"44 CEDAR VIEW, RIDGEWOOD FORREST ROAD, SWORDS",,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,8,4,2011,2011-04-08
"BALLYCRYSTAL HOUSE, BUNCLODY, WEXFORD",,Wexford,300000.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2018,2018-04-30
"Caherclogh, Lisronagh",,Tipperary,300000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2011,2011-12-05
"KILTILLANE, TEMPLEMORE",,Tipperary,300000.0,No,No,Second-Hand Dwelling house /Apartment,,13,12,2010,2010-12-13
"KNOCKDOE, CLAREGALWAY, GALWAY",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,11,12,2015,2015-12-11
"8 THE HEATH, DUNBOYNE CASTLE, DUNBOYNE",,Meath,300000.0,No,No,Second-Hand Dwelling house /Apartment,,6,3,2015,2015-03-06
"23 MARINE CRESCENT, BLACKROCK COVE, BLACKROCK",,Louth,300000.0,No,No,Second-Hand Dwelling house /Apartment,,10,8,2017,2017-08-10
"TOWNHOUSE 6, RUXTON COURT, DOMINIC ST",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2021,2021-10-22
"35 BELLVIEW RISE, FRANKFIELD, CORK",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,,26,1,2018,2018-01-26
"56 CLOONARKIN DR, ORANMORE, CO GALWAY",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,22,2,2021,2021-02-22
"25 Sycamore Drive, Highfield Park, Galway",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,20,8,2010,2010-08-20
